Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho #4701: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-21.764797,-53.571925,22/05/2017
Hecho #4702: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-39.891550,-59.867488,27/11/2003
Hecho #4703: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-43.361290,-61.228737,02/01/2015
Hecho #4704: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-42.297906,-72.664745,19/02/2014
Hecho #4705: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-50.447772,-69.015703,20/01/2015
Hecho #4706: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-44.904083,-72.468692,01/10/2008
Hecho #4707: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-52.060788,-66.333751,26/03/2017
Hecho #4708: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-40.451595,-66.109833,22/10/2022
Hecho #4709: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-49.309853,-62.393399,27/07/2015
Hecho #4710: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-43.222171,-59.204631,17/06/2022
Hecho #4711: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-28.018357,-69.413097,14/11/2019
Hecho #4712: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-46.638460,-60.966912,01/02/2008
Hecho #4713: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-34.195583,-54.660475,13/12/2018
Hecho #4714: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-24.359832,-69.299843,18/04/2017
Hecho #4715: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SEQUIA,-35.724408,-59.818239,19/04/2024
Hecho #4716: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-48.411051,-72.088217,16/09/2008
Hecho #4717: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-43.277949,-62.377047,20/03/2004
Hecho #4718: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-34.927447,-58.169215,18/06/2017
Hecho #4719: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-37.775221,-72.319164,12/04/2016
Hecho #4720: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-49.946926,-66.326692,22/10/2015
Hecho #4721: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-39.808924,-55.440860,19/01/2019
Hecho #4722: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-36.535732,-68.490404,26/02/2013
Hecho #4723: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",INCENDIO,-45.910688,-58.542509,10/10/2000
Hecho #4724: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-34.176852,-60.755235,14/08/2022
Hecho #4725: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",VIENTO,-52.614557,-69.726247,21/02/2007
Hecho #4726: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",SISMO,-43.555361,-58.165850,03/05/2006
Hecho #4727: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-27.654588,-62.358380,17/12/2020
Hecho #4728: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-46.184317,-70.759484,14/07/2020
Hecho #4729: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-34.423987,-54.012572,05/01/2013
Hecho #4730: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-41.058990,-63.160759,02/10/2017
Hecho #4731: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",TORMENTA,-44.240355,-58.098383,29/01/2002
Hecho #4732: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-23.851523,-68.645995,30/03/2007
Hecho #4733: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-43.329102,-70.256336,03/04/2006
Hecho #4734: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SEQUIA,-46.953019,-58.173864,09/11/2010
Hecho #4735: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-24.083755,-59.523516,13/03/2009
Hecho #4736: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-29.637892,-67.517846,11/10/2001
Hecho #4737: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SEQUIA,-31.818810,-58.074331,24/09/2017
Hecho #4738: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-53.315812,-62.900155,22/05/2015
Hecho #4739: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-50.539031,-66.028055,07/10/2009
Hecho #4740: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-33.296441,-57.262164,11/11/2022
Hecho #4741: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-47.879284,-60.664345,16/04/2009
Hecho #4742: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",NEVADA,-47.328308,-62.854633,13/01/2003
Hecho #4743: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",VIENTO,-28.509290,-57.537858,01/11/2021
Hecho #4744: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",SISMO,-45.278552,-62.103433,26/05/2003
Hecho #4745: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",VIENTO,-52.566032,-54.229311,01/11/2001
Hecho #4746: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-53.761314,-56.638886,21/03/2012
Hecho #4747: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-39.931948,-65.836249,29/11/2014
Hecho #4748: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-34.017628,-63.701615,29/03/2007
Hecho #4749: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",VIENTO,-25.457902,-53.853339,10/08/2021
Hecho #4750: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-51.232651,-55.095912,17/02/2007
Hecho #4751: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA,-48.313124,-69.176289,23/10/2024
Hecho #4752: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",INUNDACION,-36.986779,-67.513923,11/06/2016
Hecho #4753: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-42.620316,-65.711590,01/10/2004
Hecho #4754: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-38.593727,-55.403019,25/07/2010
Hecho #4755: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-23.579762,-54.451654,14/12/2001
Hecho #4756: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-36.473684,-56.953195,30/09/2021
Hecho #4757: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-40.885899,-67.485831,06/09/2016
Hecho #4758: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-21.359043,-55.258704,16/01/2011
Hecho #4759: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-52.782667,-72.342377,26/06/2017
Hecho #4760: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-23.308143,-64.543930,04/11/2015
Hecho #4761: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-37.943497,-65.447427,12/06/2015
Hecho #4762: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-37.872285,-62.295208,31/03/2010
Hecho #4763: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INCENDIO,-23.653213,-61.787189,19/01/2009
Hecho #4764: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-37.750985,-68.491910,04/08/2006
Hecho #4765: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-40.094159,-68.908886,02/04/2020
Hecho #4766: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",SISMO,-45.735388,-56.928668,19/02/2012
Hecho #4767: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-32.600230,-71.476064,27/01/2012
Hecho #4768: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",SISMO,-35.632067,-63.134279,21/07/2018
Hecho #4769: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-47.712255,-69.167072,03/09/2013
Hecho #4770: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-30.879961,-66.608655,14/07/2024
Hecho #4771: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-33.101047,-67.454112,13/03/2006
Hecho #4772: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-41.490648,-58.829555,31/01/2001
Hecho #4773: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA,-54.850369,-63.879588,06/11/2010
Hecho #4774: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-39.816241,-67.011163,10/09/2013
Hecho #4775: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-54.794024,-56.372960,22/02/2021
Hecho #4776: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",VIENTO,-52.450051,-71.284097,17/05/2016
Hecho #4777: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-40.359263,-57.672787,08/03/2024
Hecho #4778: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SISMO,-52.214724,-68.033745,17/03/2002
Hecho #4779: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-45.627375,-54.639616,01/11/2013
Hecho #4780: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",VIENTO,-32.713293,-72.888818,08/05/2021
Hecho #4781: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-44.507078,-61.866733,05/12/2012
Hecho #4782: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-21.079948,-60.554700,08/02/2007
Hecho #4783: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",TORMENTA,-23.845731,-61.453993,16/10/2019
Hecho #4784: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-35.099463,-56.699694,12/07/2022
Hecho #4785: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",VIENTO,-22.123797,-70.756720,02/09/2006
Hecho #4786: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-25.487412,-64.688880,25/03/2014
Hecho #4787: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",NEVADA,-44.157450,-55.725265,20/09/2020
Hecho #4788: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-29.513728,-55.225294,01/12/2003
Hecho #4789: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-50.347719,-63.033112,13/04/2000
Hecho #4790: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-31.725252,-61.840662,13/01/2019
Hecho #4791: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-38.303218,-57.721831,15/05/2019
Hecho #4792: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-54.427918,-57.407792,18/01/2004
Hecho #4793: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-45.676186,-55.238374,16/05/2015
Hecho #4794: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-22.517005,-56.122852,20/07/2018
Hecho #4795: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-44.261730,-64.711534,16/10/2024
Hecho #4796: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-48.830549,-60.004933,23/10/2020
Hecho #4797: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-48.623931,-63.335295,30/08/2005
Hecho #4798: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-38.706749,-70.640771,26/10/2014
Hecho #4799: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SISMO,-26.349926,-56.566382,17/11/2018
Hecho #4800: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",GRANIZO,-29.227940,-60.964729,24/12/2006
Hecho #4801: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-40.147032,-71.839896,11/03/2004
Hecho #4802: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-47.903286,-59.462634,06/04/2011
Hecho #4803: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-53.433793,-67.337979,12/07/2018
Hecho #4804: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-39.270569,-71.614696,06/08/2013
Hecho #4805: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-27.297638,-60.868222,25/07/2015
Hecho #4806: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-30.190812,-58.355827,21/02/2017
Hecho #4807: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-41.107574,-62.654314,08/08/2024
Hecho #4808: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-34.780109,-72.887035,28/04/2016
Hecho #4809: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INUNDACION,-40.167618,-61.462345,23/06/2003
Hecho #4810: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-35.313452,-72.867818,23/04/2010
Hecho #4811: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",SEQUIA,-37.404822,-54.471834,16/05/2004
Hecho #4812: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-31.847136,-67.653897,10/07/2019
Hecho #4813: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-37.737899,-55.579868,04/09/2025
Hecho #4814: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-23.019226,-72.757814,12/11/2019
Hecho #4815: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-40.447042,-71.055670,01/05/2006
Hecho #4816: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-54.458846,-63.971834,05/12/2017
Hecho #4817: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-46.963300,-57.827852,17/07/2000
Hecho #4818: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-37.979367,-54.148766,03/01/2007
Hecho #4819: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-36.620557,-62.578104,23/10/2007
Hecho #4820: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SISMO,-36.218917,-65.890786,01/02/2012
Hecho #4821: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-30.705229,-72.108909,02/04/2008
Hecho #4822: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",SEQUIA,-45.661963,-61.325811,22/02/2011
Hecho #4823: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",VIENTO,-32.393275,-65.399125,03/04/2000
Hecho #4824: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INCENDIO,-31.062903,-54.817330,11/01/2021
Hecho #4825: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SISMO,-41.016454,-63.398816,08/03/2010
Hecho #4826: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-41.326251,-57.691060,22/10/2020
Hecho #4827: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-48.916557,-56.035789,27/06/2001
Hecho #4828: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-40.924429,-71.034448,20/04/2022
Hecho #4829: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-28.248246,-64.183074,17/02/2016
Hecho #4830: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-24.094918,-55.125651,14/12/2005
Hecho #4831: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-34.817151,-64.510894,19/05/2019
Hecho #4832: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-44.821408,-61.696914,10/04/2019
Hecho #4833: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-31.802150,-55.537921,15/09/2018
Hecho #4834: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-29.835029,-68.348128,31/05/2022
Hecho #4835: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-43.704766,-55.108367,24/07/2024
Hecho #4836: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-26.897373,-65.059432,14/04/2004
Hecho #4837: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-52.494342,-61.139333,09/04/2007
Hecho #4838: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",SEQUIA,-54.634374,-66.439210,10/01/2001
Hecho #4839: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-50.818994,-62.457619,18/09/2001
Hecho #4840: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",VIENTO,-49.695716,-72.014284,19/09/2002
Hecho #4841: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-25.116413,-71.694800,26/10/2017
Hecho #4842: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-40.550622,-64.705545,11/08/2015
