Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho #511: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA ELECTRICA,-52.549989,-62.012471,09/12/2009
Hecho #512: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",INUNDACION,-26.372231,-57.345758,17/02/2003
Hecho #513: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-53.110691,-69.744231,04/11/2015
Hecho #514: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-45.459211,-64.851537,02/05/2019
Hecho #515: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-43.639579,-54.616614,08/01/2012
Hecho #516: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-49.118189,-69.568040,16/06/2011
Hecho #517: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-44.327625,-71.769462,31/07/2011
Hecho #518: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-29.748453,-59.930652,12/02/2005
Hecho #519: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-54.500783,-61.109273,02/09/2009
Hecho #520: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-26.876104,-53.959390,10/01/2024
Hecho #521: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INCENDIO,-25.877367,-54.870632,22/01/2001
Hecho #522: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-42.343107,-58.011392,11/04/2020
Hecho #523: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-49.777161,-72.616855,29/03/2004
Hecho #524: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-34.571426,-63.392261,11/12/2002
Hecho #525: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",VIENTO,-50.931133,-55.077961,10/05/2007
Hecho #526: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-42.592742,-64.326978,04/12/2006
Hecho #527: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-22.413408,-53.757086,21/02/2008
Hecho #528: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-21.154208,-59.950240,14/11/2021
Hecho #529: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-28.748434,-70.810857,18/04/2023
Hecho #530: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",VIENTO,-44.427309,-62.814558,30/10/2017
Hecho #531: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-31.619388,-59.087657,06/10/2003
Hecho #532: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-31.016184,-71.692621,06/05/2024
Hecho #533: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-41.813382,-66.107009,27/10/2021
Hecho #534: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-33.209786,-58.658379,18/12/2001
Hecho #535: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SISMO,-54.635260,-69.858573,21/12/2009
Hecho #536: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-47.892040,-66.033202,19/12/2019
Hecho #537: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",SISMO,-37.146998,-59.201794,18/04/2002
Hecho #538: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-49.432456,-57.489182,19/12/2001
Hecho #539: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INUNDACION,-49.359166,-62.629764,09/08/2015
Hecho #540: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-26.565654,-53.862849,01/09/2008
Hecho #541: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SISMO,-21.369478,-54.493383,16/05/2011
Hecho #542: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-36.097039,-63.531259,01/05/2019
Hecho #543: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",INUNDACION,-26.471629,-69.794512,11/01/2014
Hecho #544: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-21.329063,-57.541369,23/04/2018
Hecho #545: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",NEVADA,-50.185740,-68.137208,31/03/2003
Hecho #546: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-39.759649,-56.143574,20/01/2000
Hecho #547: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",INCENDIO,-41.652528,-61.257113,24/06/2006
Hecho #548: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-52.278324,-65.118140,14/03/2005
Hecho #549: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-29.318774,-61.872333,05/05/2008
Hecho #550: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-40.251513,-62.343825,18/01/2020
Hecho #551: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-39.042884,-54.505343,30/11/2003
Hecho #552: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-49.877119,-68.712739,01/04/2003
Hecho #553: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-48.848494,-54.436831,02/03/2005
Hecho #554: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-24.158477,-72.373179,27/05/2008
Hecho #555: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",NEVADA,-53.481931,-57.615934,29/01/2005
Hecho #556: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-47.083022,-54.606637,25/09/2004
Hecho #557: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",INCENDIO,-45.069983,-65.118956,04/12/2014
Hecho #558: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",VIENTO,-38.333284,-71.538656,14/11/2002
Hecho #559: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-35.060864,-56.906649,18/12/2003
Hecho #560: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-38.228141,-56.142703,17/07/2021
Hecho #561: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-52.140079,-66.274852,20/06/2000
Hecho #562: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-46.715307,-62.628134,30/07/2001
Hecho #563: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-26.317995,-56.810619,15/10/2001
Hecho #564: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",SEQUIA,-33.321984,-69.159140,20/10/2013
Hecho #565: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-32.928932,-60.420485,21/11/2017
Hecho #566: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-32.213089,-64.387387,01/11/2017
Hecho #567: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-29.061297,-69.511685,08/10/2017
Hecho #568: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-53.024312,-56.371196,25/06/2001
Hecho #569: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-42.535315,-66.506383,14/11/2008
Hecho #570: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-36.656067,-54.311478,23/04/2016
Hecho #571: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-43.492480,-61.621323,24/07/2017
Hecho #572: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-26.287718,-62.709800,07/08/2008
Hecho #573: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-38.592535,-64.533881,20/10/2021
Hecho #574: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",VIENTO,-28.866662,-64.986582,18/06/2021
Hecho #575: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-26.031472,-56.640675,18/09/2019
Hecho #576: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-37.837090,-59.449983,15/07/2020
Hecho #577: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-24.075224,-57.526197,09/02/2025
Hecho #578: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-35.037786,-64.578317,10/06/2020
Hecho #579: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-26.090674,-67.771256,28/01/2015
Hecho #580: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-43.419913,-71.262696,07/04/2010
Hecho #581: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-38.040223,-57.466880,27/04/2009
Hecho #582: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-36.932025,-64.694471,07/03/2021
Hecho #583: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",SEQUIA,-51.430690,-62.815528,14/08/2007
Hecho #584: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",SISMO,-41.449215,-63.613135,21/03/2016
Hecho #585: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-23.810519,-64.377243,11/12/2012
Hecho #586: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-33.551704,-59.322008,01/10/2009
Hecho #587: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-48.964776,-60.825318,10/08/2011
Hecho #588: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-43.478908,-53.558924,28/01/2002
Hecho #589: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-48.485498,-70.221922,08/04/2018
Hecho #590: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-54.156014,-61.529614,20/09/2001
Hecho #591: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-23.466344,-71.735197,25/11/2001
Hecho #592: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-39.760951,-56.841632,22/06/2006
Hecho #593: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-44.543808,-60.673773,06/09/2013
Hecho #594: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",VIENTO,-34.651775,-64.432424,18/09/2007
Hecho #595: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-54.751308,-56.955287,31/08/2022
Hecho #596: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA ELECTRICA,-45.547248,-63.899948,19/11/2023
Hecho #597: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SEQUIA,-31.096862,-68.444278,15/02/2010
Hecho #598: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-33.451828,-63.549985,30/09/2025
Hecho #599: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",SISMO,-21.618598,-71.583364,17/04/2002
Hecho #600: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-33.907838,-55.042778,13/09/2003
Hecho #601: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-38.764800,-58.380833,10/12/2008
Hecho #602: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",SISMO,-29.111293,-57.793684,10/04/2024
Hecho #603: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-24.286852,-55.510134,19/12/2012
Hecho #604: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-30.496338,-57.168548,12/03/2018
Hecho #605: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-22.250818,-64.362948,21/10/2016
Hecho #606: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",SISMO,-28.411824,-70.627272,02/11/2012
Hecho #607: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-25.528751,-65.532704,28/12/2023
Hecho #608: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INCENDIO,-51.120462,-54.318306,31/07/2024
Hecho #609: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-30.097941,-54.018190,16/07/2011
Hecho #610: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",SEQUIA,-40.036984,-57.642583,18/05/2018
Hecho #611: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-36.194471,-68.911388,25/01/2016
Hecho #612: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-32.760518,-69.111003,15/04/2015
Hecho #613: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-22.026286,-55.404570,12/08/2002
Hecho #614: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-21.524345,-70.161682,24/05/2005
Hecho #615: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA ELECTRICA,-45.200240,-61.317250,29/06/2025
Hecho #616: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INCENDIO,-30.052381,-65.434966,17/04/2006
Hecho #617: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",VIENTO,-29.500560,-66.959780,12/10/2016
Hecho #618: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-43.219243,-59.452359,21/06/2023
Hecho #619: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-50.788428,-53.808618,07/07/2015
Hecho #620: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",VIENTO,-53.607803,-57.447325,15/07/2005
Hecho #621: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-28.570334,-63.276748,19/02/2022
Hecho #622: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-38.350209,-64.185770,30/10/2000
Hecho #623: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-21.491634,-54.846716,14/08/2018
Hecho #624: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-39.190902,-61.437858,08/11/2006
Hecho #625: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-21.750823,-63.067220,26/06/2016
Hecho #626: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",SISMO,-41.006416,-59.343283,16/05/2012
Hecho #627: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-28.014807,-68.256924,27/08/2014
Hecho #628: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-52.116145,-71.725290,01/11/2009
Hecho #629: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-36.114302,-55.897771,14/08/2013
Hecho #630: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-27.729967,-60.854766,05/02/2024
Hecho #631: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-23.560143,-69.702458,12/04/2021
Hecho #632: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-27.032175,-67.039041,11/10/2010
Hecho #633: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-53.742995,-53.201330,27/03/2024
Hecho #634: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-42.328120,-60.311527,22/11/2022
Hecho #635: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",NEVADA,-53.344252,-60.277757,25/02/2016
Hecho #636: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-51.284402,-71.556727,24/04/2015
Hecho #637: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-32.039609,-53.620165,01/12/2000
Hecho #638: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-30.749221,-55.144342,30/06/2013
Hecho #639: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-28.693497,-62.044351,22/06/2005
Hecho #640: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",SEQUIA,-25.574477,-66.812222,15/02/2004
Hecho #641: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-29.859330,-59.038895,06/02/2022
Hecho #642: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-27.770366,-56.332512,24/12/2006
Hecho #643: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-53.335234,-57.277572,06/11/2015
Hecho #644: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-47.025805,-53.459053,30/04/2022
Hecho #645: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-33.855476,-60.262892,24/05/2015
Hecho #646: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-25.823740,-66.575491,31/01/2020
Hecho #647: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-54.846996,-63.041448,16/12/2019
Hecho #648: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-37.502602,-56.673657,10/07/2011
Hecho #649: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-31.972228,-67.693148,26/09/2023
Hecho #650: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-53.993352,-68.371835,29/05/2023
Hecho #651: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-41.353911,-58.503308,11/09/2008
Hecho #652: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",SEQUIA,-24.548414,-64.111451,03/02/2021
Hecho #653: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-32.165164,-56.668592,17/09/2004
